word1,word2,cosine_similarity,human_score
cup,substance,0.03624852001667023,1.9375
currency,market,-0.006155036389827728,4.3125
day,dawn,0.14660130441188812,4.625
day,summer,0.20416393876075745,3.125
death,row,0.01763036474585533,1.6875
delay,news,-0.07661274820566177,1.4375
development,issue,0.030705900862812996,3.3125
direction,combination,0.15773946046829224,2.0625
disability,death,0.04137835279107094,2.3125
disaster,area,-0.04547486826777458,1.625
discovery,space,0.08578807860612869,3.9375
dividend,calculation,-0.12757378816604614,5.1875
dividend,payment,0.17434006929397583,5.5
doctor,liability,-0.04696550965309143,2.5
doctor,nurse,-0.06115255132317543,6.125
doctor,personnel,-0.00786750391125679,3.5625
dollar,buck,0.08670385926961899,8.5625
dollar,loss,0.14175847172737122,2.1875
dollar,profit,0.1452106535434723,5.375
drink,car,0.11362165957689285,0.3125
drink,ear,0.27955111861228943,0.375
drink,eat,0.15147894620895386,4.125
drink,mother,0.05956569314002991,0.5625
drink,mouth,0.08456899970769882,4.7375
drug,abuse,0.07707081735134125,4.9375
energy,crisis,0.10957670956850052,3.0505
energy,laboratory,0.02096434310078621,2.7565
energy,secretary,-0.10950739681720734,1.0625
equipment,maker,0.35354679822921753,2.5625
experience,music,0.09136667847633362,2.3125
family,planning,0.1057480201125145,1.75
fbi,fingerprint,0.23618286848068237,4.0625
fbi,investigation,0.1886262595653534,5.0625
fertility,egg,0.024347636848688126,5.1875
five,month,0.23224079608917236,1.069
focus,life,0.008066576905548573,2.3125
food,fruit,0.10357382148504257,7.0625
food,preparation,0.023441262543201447,3.75
football,basketball,0.5567919611930847,4.125
football,tennis,0.4862518310546875,3.6875
forest,graveyard,-0.06037631630897522,1.394
furnace,stove,0.13338205218315125,8.0625
game,defeat,0.13014549016952515,3.6875
game,round,0.06706620007753372,5.1875
game,series,0.2251327931880951,4.5625
game,team,0.28643763065338135,4.625
game,victory,0.19606876373291016,4.6875
glass,metal,0.39064496755599976,2.1875
government,crisis,0.013105340301990509,3.625
governor,interview,-0.06317513436079025,1.625
governor,office,0.08829983323812485,4.3125
grocery,money,-0.024294331669807434,3.375
harvard,yale,0.6117128133773804,4.875
holy,sex,0.09222808480262756,1.069
hotel,reservation,0.08479542285203934,5.0625
hundred,percent,0.2386503964662552,4.4375
image,surface,-0.07481027394533157,1.8125
investigation,effort,0.01352321170270443,3.75
jaguar,car,0.19618235528469086,5.3125
jaguar,cat,-0.0931897759437561,6.4375
japanese,american,0.1403588205575943,3.125
jerusalem,israel,0.22359664738178253,6.4375
journal,association,0.03486720100045204,2.625
journey,car,0.09311503171920776,4.0625
journey,voyage,0.1342393308877945,7.5
king,queen,0.16999803483486176,5.6875
lad,brother,0.07144568860530853,4.9375
law,lawyer,-0.0018253810703754425,6.1875
lawyer,evidence,0.023477569222450256,3.9375
liability,insurance,0.3267824947834015,4.375
life,death,0.2722284197807312,4.375
life,lesson,0.023559264838695526,3.1875
life,term,-0.18380902707576752,3.8125
line,insurance,0.01160664763301611,1.3125
liquid,water,0.25016719102859497,7.0625
listing,category,0.07063497602939606,5.375
listing,proximity,0.2622905373573303,1.4375
love,sex,0.23768290877342224,6.375
lover,quarrel,-0.0627308338880539,1.6875
luxury,car,0.05492383986711502,3.3125
man,governor,-0.0853181853890419,4.25
man,woman,0.3453972339630127,4.5
mars,scientist,-0.04705522954463959,4.375
mars,water,0.00899912416934967,1.5625
media,gain,0.011141939088702202,1.375
media,radio,-0.10837023705244064,6.4375
media,trading,0.17428401112556458,1.8125
mexico,brazil,0.0015743784606456757,3.9375
midday,noon,-0.04655483737587929,8.9375
mile,kilometer,0.27435970306396484,6.9375
minister,party,0.04410592466592789,3.0625
ministry,culture,-0.054364047944545746,2.844
minority,peace,-0.02955785021185875,1.1875
money,bank,0.08304975926876068,6.0
money,cash,0.33355194330215454,8.875
money,cash,0.33355194330215454,9.0315
money,currency,-0.029968442395329475,7.9375
money,deposit,-0.0659567341208458,5.375
money,dollar,0.2056668996810913,7.6875
money,laundering,0.03407846391201019,4.4565
money,operation,-0.037016741931438446,1.875
money,possession,-0.09155584871768951,4.3125
money,property,0.18425780534744263,5.0625
money,wealth,0.03509310632944107,7.0625
money,withdrawal,0.12104912102222443,4.0625
monk,slave,0.16197781264781952,2.5625
month,hotel,-0.03699465095996857,1.0625
morality,importance,-0.04552854970097542,2.5
morality,marriage,0.020924119278788567,2.375
movie,critic,0.07485142350196838,3.1875
movie,star,0.1544598937034607,4.3125
movie,theater,0.16154594719409943,6.125
museum,theater,0.14170067012310028,3.875
music,project,0.03652133792638779,3.1875
nature,environment,0.13276992738246918,6.9375
nature,man,0.09253609925508499,2.9375
network,hardware,0.011103590950369835,3.8125
news,report,0.20935559272766113,6.8125
noon,string,-0.04018653184175491,0.6875
observation,architecture,0.025642048567533493,1.875
oil,stock,0.3142383396625519,2.9375
opera,industry,0.12506598234176636,1.194
opera,performance,0.24464917182922363,4.875
peace,atmosphere,-0.045353010296821594,2.1875
peace,insurance,0.011499055661261082,1.7565
peace,plan,0.0835694819688797,1.5
phone,equipment,0.021105226129293442,4.0315
physics,chemistry,0.3894388675689697,5.0625
plane,car,0.0665154755115509,3.5625
planet,moon,0.10195871442556381,6.0
planet,people,-0.054163143038749695,3.375
planet,space,-0.03647705167531967,5.3125
planet,star,0.14765670895576477,5.625
planet,sun,0.20026588439941406,5.8125
population,development,0.020607635378837585,3.4755
possibility,girl,-0.020246056839823723,1.069
practice,institution,0.016048336401581764,3.5625
precedent,collection,0.10707017779350281,1.0625
precedent,example,0.05361495167016983,5.4375
precedent,group,0.1014227569103241,1.5625
precedent,information,0.07994244247674942,2.375
precedent,law,-0.08350108563899994,4.375
prejudice,recognition,-0.12286456674337387,3.3125
preservation,world,0.10401874035596848,2.4375
president,medal,0.0489032045006752,1.25
problem,airport,0.007572676986455917,1.3125
problem,challenge,-0.004792980849742889,6.875
production,crew,0.028548642992973328,3.1875
professor,doctor,0.03214054927229881,6.125
profit,loss,0.18111711740493774,3.875
profit,warning,0.07480929791927338,1.6875
psychology,anxiety,-0.04764983057975769,3.75
psychology,depression,-0.013798976317048073,5.25
psychology,discipline,0.2989165186882019,3.3125
psychology,doctor,0.032495640218257904,5.294
psychology,fear,0.05466613918542862,3.1875
psychology,freud,0.02472531422972679,5.6875
psychology,health,0.13360267877578735,4.3625
psychology,mind,0.03129331022500992,5.4375
psychology,science,0.20399032533168793,5.9505
reason,criterion,0.032551590353250504,4.625
record,number,0.0775577500462532,3.5
registration,arrangement,0.032873332500457764,3.4375
report,gain,0.025844719260931015,2.25
rock,jazz,0.09557327628135681,5.5
school,center,0.05313437432050705,3.875
secretary,senate,0.16828793287277222,3.75
seven,series,0.04139481484889984,2.25
shower,flood,0.09063629806041718,3.5625
situation,conclusion,0.11696832627058029,3.5625
situation,isolation,-0.018922023475170135,1.9375
size,prominence,0.06261183321475983,3.75
skin,eye,0.18888214230537415,2.75
smart,student,0.04467516764998436,3.625
smart,stupid,0.05045047402381897,3.25
soap,opera,0.05820334702730179,3.5625
space,chemistry,0.12889473140239716,1.8875
space,world,0.2247576117515564,4.9375
start,match,0.02836000919342041,2.5
start,year,0.11420661956071854,1.625
stock,cd,-0.023831481114029884,2.4375
stock,egg,-0.08358241617679596,1.4375
stock,jaguar,0.06035332381725311,0.9375
stock,life,0.06693656742572784,1.8125
stock,live,-0.05437930300831795,1.875
stock,market,0.4098305106163025,4.875
stock,phone,-0.11914551258087158,0.75
street,avenue,0.2532457709312439,7.6875
street,block,0.2562401294708252,6.5625
street,children,-0.14457955956459045,1.294
street,place,0.16480936110019684,4.5
stroke,hospital,0.048726074397563934,3.625
student,professor,0.19746576249599457,4.9375
sugar,approach,0.11460845917463303,0.9375
summer,drought,-0.047599587589502335,3.3125
summer,nature,0.12807253003120422,4.0
telephone,communication,0.030720435082912445,6.6875
television,film,0.19487044215202332,5.75
television,radio,0.3192090392112732,4.625
tennis,racket,0.01420588232576847,5.0
territory,kilometer,0.02353546768426895,2.1875
territory,surface,0.02672678977251053,3.594
theater,history,0.06049482524394989,1.9375
tiger,animal,0.05436829850077629,6.9375
tiger,cat,0.0180351622402668,6.75
tiger,jaguar,-0.06948218494653702,5.75
tiger,organism,0.24431391060352325,3.0625
tiger,tiger,1.000000238418579,10.0
tiger,zoo,0.10686630755662918,4.9375
train,car,0.26286017894744873,3.5
travel,activity,0.12400370836257935,4.1875
treatment,recovery,0.009434767067432404,5.3125
type,kind,0.09768810123205185,8.4375
victim,emergency,0.02772516943514347,2.6875
war,troops,0.13548405468463898,6.375
weapon,secret,-0.09217894077301025,2.5
weather,forecast,0.045763127505779266,5.4375
wednesday,news,-0.05089203640818596,1.125
wood,forest,-0.025737136602401733,7.9375
word,similarity,0.027963437139987946,0.8125
[Spearman Correlation],,0.24080029971536857,
